Gene,Mean_Cancer,Mean_Normal,Log2FC,T_Statistic,P_Value,Adjusted_P_Value,Significant,Regulation,Gene Symbol,Gene Title,Display_Name
221667_s_at,8.54703261543617,10.871799246529998,-2.324766631093828,-16.09796136021617,2.633397256750074e-31,8.981604619629644e-30,True,Downregulated,HSPB8,heat shock 22kDa protein 8,HSPB8
229084_at,4.745041357,7.06741385475,-2.32237249775,-14.55781971304808,1.27230647588384e-29,3.7600151709828687e-28,True,Downregulated,CNTN4,contactin 4,CNTN4
209242_at,4.340294714819149,6.661051518180001,-2.320756803360852,-14.511321397023007,1.8396124645985446e-28,4.900713027285652e-27,True,Downregulated,PEG3,paternally expressed 3,PEG3
226751_at,7.0337779555638305,9.35262380255,-2.318845846986169,-16.466300845970544,6.654570823255754e-32,2.381388864269022e-30,True,Downregulated,CNRIP1,cannabinoid receptor interacting protein 1,CNRIP1
219093_at,7.297798569425531,9.614793143770001,-2.31699457434447,-17.486416387794822,1.3984075636803138e-33,5.839654442555074e-32,True,Downregulated,PID1,phosphotyrosine interaction domain containing 1,PID1
226018_at,5.992243904127661,8.30914508395,-2.316901179822339,-14.70384279650483,4.456924460636328e-30,1.371396676428979e-28,True,Downregulated,MTURN,"maturin, neural progenitor differentiation regulator homolog (Xenopus)",MTURN
1553834_at,3.8059907255212764,6.1226039647300015,-2.316613239208725,-14.358131265590654,5.691139144260176e-32,2.0543866443837437e-30,True,Downregulated,COL6A5,"collagen, type VI, alpha 5",COL6A5
204777_s_at,6.4640075257659575,8.777018522530001,-2.313010996764044,-13.23448016062427,7.590551372096177e-26,1.6092447619218168e-24,True,Downregulated,MAL,"mal, T-cell differentiation protein",MAL
227727_at,5.800655269446809,8.11265369523,-2.311998425783191,-13.676670967759994,8.166639339701643e-26,1.727973499312323e-24,True,Downregulated,MRGPRF,"MAS-related GPR, member F",MRGPRF
219777_at,9.479065645265957,11.79080106361,-2.3117354183440426,-17.25025694758288,4.8466533164289084e-39,3.4481758634582707e-37,True,Downregulated,GIMAP6,"GTPase, IMAP family member 6",GIMAP6
210004_at,7.3256274194787245,9.63680315269,-2.3111757332112752,-11.047436713209148,2.4992305994304677e-21,3.573195561429217e-20,True,Downregulated,OLR1,oxidized low density lipoprotein (lectin-like) receptor 1,OLR1
206201_s_at,6.369995039851063,8.677705585790001,-2.3077105459389378,-11.939596091423669,1.3957979238618243e-22,2.2277266211522874e-21,True,Downregulated,MEOX2,mesenchyme homeobox 2,MEOX2
209369_at,9.84814027010638,12.1548213691,-2.3066810989936197,-14.27703267441145,4.517346796707609e-28,1.1603152569613918e-26,True,Downregulated,ANXA3,annexin A3,ANXA3
213802_at,5.4220384250531914,7.72669337672,-2.3046549516668087,-11.114940207169582,1.1611397688317706e-20,1.57391793362867e-19,True,Downregulated,PRSS12,"protease, serine, 12 (neurotrypsin, motopsin)",PRSS12
205528_s_at,5.72560709011702,8.02922034116,-2.3036132510429805,-14.937108915052958,1.756653056554512e-31,6.083924101728332e-30,True,Downregulated,RUNX1T1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",RUNX1T1
227554_at,6.1069951333617025,8.405711238030001,-2.2987161046682987,-17.46323670174741,4.845101610919683e-35,2.3309359145342227e-33,True,Downregulated,MAGI2-AS3,MAGI2 antisense RNA 3,MAGI2-AS3
210078_s_at,5.745521942702128,8.04365919583,-2.298137253127871,-17.827614314914904,4.414495783104772e-41,3.709969846719895e-39,True,Downregulated,KCNAB1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",KCNAB1
229963_at,6.624568642936169,8.92123187222,-2.2966632292838307,-10.650444870211553,2.35914913913209e-19,2.8424999013745205e-18,True,Downregulated,BEX5,"brain expressed, X-linked 5",BEX5
226188_at,8.08766341587234,10.38273986765,-2.2950764517776605,-17.24553794843955,2.0331154375458204e-36,1.1273520301426752e-34,True,Downregulated,LGALSL,"lectin, galactoside-binding-like",LGALSL
224901_at,7.319657015425531,9.61303968705,-2.2933826716244683,-14.381917461710785,2.0966573283151336e-27,5.107373689345914e-26,True,Downregulated,SCD5,stearoyl-CoA desaturase 5,SCD5
241381_at,3.190782225234042,5.48238913997,-2.2916069147359583,-20.050376822663353,9.622696253666056e-48,1.573149971731558e-45,True,Downregulated,CXorf36,chromosome X open reading frame 36,CXorf36
229012_at,5.525476193308511,7.81532919243,-2.2898529991214893,-6.045517822407443,7.66955887491749e-09,3.309650943888897e-08,True,Downregulated,C9orf24,chromosome 9 open reading frame 24,C9orf24
202067_s_at,6.85591186805319,9.1426615431,-2.286749675046809,-15.925944245953854,5.3414722494171816e-36,2.841705503532666e-34,True,Downregulated,LDLR,low density lipoprotein receptor,LDLR
230636_s_at,4.190273777797872,6.476398477560001,-2.286124699762129,-20.928248761368387,1.7759696778029902e-49,3.363461446841959e-47,True,Downregulated,KLF9,Kruppel-like factor 9,KLF9
230351_at,3.573825799212766,5.85671458941,-2.282888790197234,-21.02021312252655,5.348599797557155e-48,8.93415492892575e-46,True,Downregulated,FGF14-AS2,FGF14 antisense RNA 2,FGF14-AS2
226397_s_at,6.28035365317021,8.56299776515,-2.2826441119797893,-17.668785143856656,7.148621873768902e-35,3.378697505294676e-33,True,Downregulated,PHACTR1,phosphatase and actin regulator 1,PHACTR1
206618_at,4.475471997989362,6.754928266009999,-2.2794562680206374,-15.39986846813053,3.0329144028285615e-35,1.4829848551867e-33,True,Downregulated,IL18R1,interleukin 18 receptor 1,IL18R1
219115_s_at,4.5811584194042565,6.860151173570001,-2.2789927541657446,-11.403519685558186,2.8933649502647014e-22,4.51341436238217e-21,True,Downregulated,IL20RA,"interleukin 20 receptor, alpha",IL20RA
219737_s_at,6.0103529153510635,8.286926945749999,-2.276574030398935,-13.373415529092899,3.243315864825498e-28,8.439525259095512e-27,True,Downregulated,PCDH9,protocadherin 9,PCDH9
242447_at,4.550985367457447,6.825957161179999,-2.2749717937225515,-13.833284439512726,9.44139290603947e-28,2.363028193784267e-26,True,Downregulated,C3orf70,chromosome 3 open reading frame 70,C3orf70
205247_at,6.060508186563829,8.334300168679999,-2.27379198211617,-21.401252821772562,4.960721076730054e-50,9.99315894505628e-48,True,Downregulated,NOTCH4,notch 4,NOTCH4
235278_at,7.585198085159574,9.855676950889999,-2.270478865730425,-9.367894237181233,3.4713003069893276e-16,3.13635743846343e-15,True,Downregulated,MACROD2,MACRO domain containing 2,MACROD2
206726_at,6.5086465878829785,8.7737595503,-2.265112962417021,-12.262100893776958,3.956294634220901e-23,6.637762779005529e-22,True,Downregulated,HPGDS,hematopoietic prostaglandin D synthase,HPGDS
239345_at,4.367600280351064,6.6319599155699995,-2.264359635218936,-18.35689834794743,4.034279420085397e-44,4.511179893736241e-42,True,Downregulated,SLC19A3,"solute carrier family 19 (thiamine transporter), member 3",SLC19A3
209710_at,6.896116244436171,9.16022934958,-2.264113105143829,-23.714360944036684,2.368839299540774e-57,1.2741039056510007e-54,True,Downregulated,GATA2,GATA binding protein 2,GATA2
203071_at,5.33891794419149,7.60098973517,-2.26207179097851,-14.745682593905151,4.9454270379968776e-30,1.5139142781200913e-28,True,Downregulated,MIR6872,"microRNA 6872 /// sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",MIR6872
205782_at,4.035574794819149,6.297548127539999,-2.26197333272085,-13.578190552018631,1.545091981076594e-27,3.8034012491618164e-26,True,Downregulated,FGF7,fibroblast growth factor 7,FGF7
214374_s_at,6.711346104659573,8.971083879560002,-2.2597377749004286,-16.379985710814623,5.4896824751869065e-36,2.9147883673287556e-34,True,Downregulated,PPFIBP1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",PPFIBP1
210002_at,8.088079102276597,10.347756388169998,-2.2596772858934013,-16.691592789533765,1.106084963891298e-31,3.8883585534547285e-30,True,Downregulated,GATA6,GATA binding protein 6,GATA6
228311_at,5.620024838244681,7.87891815095,-2.258893312705319,-19.028479407047314,2.3797642984040613e-44,2.723361756467252e-42,True,Downregulated,BCL6B,"B-cell CLL/lymphoma 6, member B",BCL6B
206979_at,2.5958716526276597,4.85399280876,-2.2581211561323404,-10.676369484791348,1.073845808422524e-19,1.3323614913913235e-18,True,Downregulated,C8B,"complement component 8, beta polypeptide",C8B
226632_at,6.308734610255321,8.565856948430001,-2.25712233817468,-16.24974460951947,2.3417081741976074e-34,1.0495926321449376e-32,True,Downregulated,CYGB,cytoglobin,CYGB
1554079_at,6.519175396489359,8.77322185049,-2.2540464540006404,-16.782637192892533,3.805549620197389e-35,1.8490089599994287e-33,True,Downregulated,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,GALNT18
49452_at,5.966325394755319,8.21992543179,-2.25360003703468,-15.479443274513027,1.1294425860086522e-32,4.342258679847131e-31,True,Downregulated,ACACB,acetyl-CoA carboxylase beta,ACACB
239656_at,4.424704015170214,6.677215176269999,-2.252511161099785,-18.3332602618347,1.4892013809542548e-40,1.190166203209592e-38,True,Downregulated,LHFPL3-AS2,LHFPL3 antisense RNA 2,LHFPL3-AS2
227126_at,7.064610796563831,9.31668981177,-2.25207901520617,-16.461265121696663,8.47651281033513e-33,3.2918246788208325e-31,True,Downregulated,PTPRG,"protein tyrosine phosphatase, receptor type, G",PTPRG
206637_at,6.92807072480851,9.17695311878,-2.24888239397149,-15.271827683565604,2.714998675762651e-29,7.763366229376393e-28,True,Downregulated,P2RY14,"purinergic receptor P2Y, G-protein coupled, 14",P2RY14
215184_at,5.592107372212765,7.8403328733799995,-2.2482255011672345,-16.135934557070556,5.610752823752312e-34,2.4297902687467138e-32,True,Downregulated,DAPK2,death-associated protein kinase 2,DAPK2
227178_at,6.539934420223402,8.788078549850002,-2.2481441296266,-20.94602345478334,5.2917366171754257e-42,4.7200886515986315e-40,True,Downregulated,CELF2,"CUGBP, Elav-like family member 2",CELF2
219195_at,4.690380506585106,6.93344505574,-2.2430645491548944,-11.189781994323996,3.697998873029142e-20,4.784714154071335e-19,True,Downregulated,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha",PPARGC1A
203666_at,6.045506012468086,8.287513727910001,-2.2420077154419156,-13.354926039339004,2.1037751918266775e-28,5.57407155012757e-27,True,Downregulated,CXCL12,chemokine (C-X-C motif) ligand 12,CXCL12
205495_s_at,5.105007416393617,7.346467486890001,-2.241460070496384,-8.84009852183053,1.1400752368464006e-15,9.820641686262092e-15,True,Downregulated,GNLY,granulysin,GNLY
219584_at,5.1305109710319154,7.369125840139999,-2.2386148691080834,-9.85380778324175,6.0414602990115555e-18,6.405400820868036e-17,True,Downregulated,PLA1A,phospholipase A1 member A,PLA1A
209543_s_at,5.633442378563831,7.8684537875,-2.2350114089361695,-19.500213112101324,9.322885145536815e-44,1.0048911832421707e-41,True,Downregulated,CD34,CD34 molecule,CD34
225968_at,5.982163503031915,8.216150435659998,-2.233986932628083,-19.82476944591478,8.828477444903609e-46,1.2051992077451408e-43,True,Downregulated,PRICKLE2,prickle homolog 2 (Drosophila),PRICKLE2
209267_s_at,11.156798210170216,13.390089733700002,-2.233291523529786,-20.59713323087808,4.605290409667511e-41,3.864276910676704e-39,True,Downregulated,SLC39A8,"solute carrier family 39 (zinc transporter), member 8",SLC39A8
218665_at,5.989652527223405,8.219947198129999,-2.230294670906594,-21.926062655850192,3.4178982155276737e-53,1.010082820991052e-50,True,Downregulated,FZD4,frizzled class receptor 4,FZD4
200795_at,11.997301327244681,14.2263736912,-2.229072363955318,-16.870684765814882,2.872536925974692e-32,1.0633329050273557e-30,True,Downregulated,SPARCL1,SPARC-like 1 (hevin),SPARCL1
212328_at,11.124188374000003,13.3518222546,-2.2276338805999973,-20.069189178576977,1.092378964188406e-42,1.040116843359318e-40,True,Downregulated,LIMCH1,LIM and calponin homology domains 1,LIMCH1
220024_s_at,4.76086149306383,6.98846950999,-2.22760801692617,-20.553183581607914,9.009551153562165e-50,1.7685683151295423e-47,True,Downregulated,PRX,periaxin,PRX
228255_at,4.701408369946808,6.92553711797,-2.224128748023192,-15.763890399028126,1.9645605464030208e-34,8.849736478126707e-33,True,Downregulated,TMEM237,transmembrane protein 237,TMEM237
219821_s_at,5.646229887712766,7.86913738189,-2.2229074941772335,-22.326463233092497,1.053541337322746e-52,2.9059371471405753e-50,True,Downregulated,GFOD1,glucose-fructose oxidoreductase domain containing 1,GFOD1
209735_at,4.547625603851064,6.76896076373,-2.2213351598789357,-15.127800669526026,1.798049616839225e-34,8.14742179370805e-33,True,Downregulated,ABCG2,"ATP-binding cassette, sub-family G (WHITE), member 2",ABCG2
219660_s_at,4.362795739031915,6.58343651807,-2.220640779038085,-11.169332261403959,2.5622998648531892e-21,3.660447822868357e-20,True,Downregulated,ATP8A2,"ATPase, aminophospholipid transporter, class I, type 8A, member 2",ATP8A2
204249_s_at,8.362822528574469,10.58119186501,-2.218369336435531,-21.968160329769574,5.103476662856857e-50,1.024237297717981e-47,True,Downregulated,LMO2,LIM domain only 2 (rhombotin-like 1),LMO2
227688_at,5.6356217315319155,7.850865510420001,-2.2152437788880857,-13.51902748557231,1.0226188950729438e-24,1.9532166154259004e-23,True,Downregulated,LRCH2,leucine-rich repeats and calponin homology (CH) domain containing 2,LRCH2
205033_s_at,2.7660220666170217,4.98067676536,-2.2146546987429785,-9.224166074336,4.816753845147418e-16,4.29214583027003e-15,True,Downregulated,DEFA1,"defensin, alpha 1 /// defensin, alpha 1B /// defensin, alpha 3, neutrophil-specific",DEFA1
220646_s_at,4.388353786574468,6.602232246510002,-2.2138784599355334,-13.721497183480059,4.479597795894961e-30,1.3775851746712772e-28,True,Downregulated,KLRF1,"killer cell lectin-like receptor subfamily F, member 1",KLRF1
226844_at,5.9762178553936165,8.186801403270001,-2.210583547876385,-14.970906661486072,1.8899521102044603e-30,5.990156994664531e-29,True,Downregulated,MOB3B,MOB kinase activator 3B,MOB3B
208510_s_at,6.419750355659574,8.62820650954,-2.2084561538804257,-11.633280353386706,8.4081009768672e-23,1.3716655115006952e-21,True,Downregulated,PPARG,peroxisome proliferator-activated receptor gamma,PPARG
242871_at,5.582517131787234,7.790804138309999,-2.208287006522765,-12.139143703924308,4.711291320191999e-22,7.196862111554867e-21,True,Downregulated,PAQR5,progestin and adipoQ receptor family member V,PAQR5
203687_at,5.5850515960000005,7.793216838849999,-2.208165242849999,-12.898258960767414,6.93177190944177e-27,1.6112026098584054e-25,True,Downregulated,CX3CL1,chemokine (C-X3-C motif) ligand 1,CX3CL1
226192_at,4.971940437680852,7.179039487280001,-2.207099049599149,-11.039412204901064,5.0440422152774217e-20,6.456422051187802e-19,True,Downregulated,AR,androgen receptor,AR
229824_at,5.978896222010637,8.18427854379,-2.2053823217793633,-14.366500249501941,1.4415767238937715e-28,3.878771669402221e-27,True,Downregulated,SHC3,SHC (Src homology 2 domain containing) transforming protein 3,SHC3
206289_at,5.041555800085107,7.24681514068,-2.2052593405948926,-18.899545325217794,4.4883794022202175e-43,4.5033656062913525e-41,True,Downregulated,HOXA4,homeobox A4,HOXA4
212448_at,6.836200225,9.04077332843,-2.2045731034299996,-14.75452140971016,1.3121478993210234e-29,3.875628056720514e-28,True,Downregulated,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase",NEDD4L
218574_s_at,7.893915108319149,10.09719089758,-2.203275789260852,-17.505562329119613,2.153898465770401e-37,1.323995232913449e-35,True,Downregulated,LMCD1,LIM and cysteine-rich domains 1,LMCD1
235175_at,6.4408895026063835,8.64213483702,-2.201245334413617,-13.340670264293507,1.9968252595310234e-27,4.8730146737357365e-26,True,Downregulated,GBP4,guanylate binding protein 4,GBP4
223523_at,4.864563882553191,7.065014137840002,-2.2004502552868113,-13.342440690477664,8.182252236974805e-27,1.8896119313779598e-25,True,Downregulated,TMEM108,transmembrane protein 108,TMEM108
226069_at,5.997895826202128,8.196789990609998,-2.1988941644078706,-16.146748640205555,2.437278552578324e-34,1.091519269183828e-32,True,Downregulated,PRICKLE1,prickle homolog 1 (Drosophila),PRICKLE1
228335_at,6.077621314031915,8.27458854264,-2.1969672286080852,-11.056103756734583,1.0375653393767503e-19,1.2903234530339396e-18,True,Downregulated,CLDN11,claudin 11,CLDN11
226701_at,7.942671793744681,10.13955699448,-2.196885200735318,-14.171320225476792,2.5217620885954763e-30,7.894964825215151e-29,True,Downregulated,GJA5,"gap junction protein, alpha 5, 40kDa",GJA5
230305_at,3.904932306404255,6.10031851251,-2.1953862061057454,-18.68139220307682,5.591384636632706e-45,6.94545529020616e-43,True,Downregulated,DNAJC15,"DnaJ (Hsp40) homolog, subfamily C, member 15",DNAJC15
212254_s_at,9.226559517042553,11.420304109820002,-2.193744592777449,-18.28141582474252,1.214598989600417e-36,6.9572333604524e-35,True,Downregulated,DST,dystonin,DST
223315_at,9.501977552734044,11.693478596599999,-2.191501043865955,-16.638387740172625,2.2629249757114558e-32,8.44061600163775e-31,True,Downregulated,NTN4,netrin 4,NTN4
205648_at,5.494227970734043,7.680098198549998,-2.185870227815955,-12.050767976602296,1.7319955148323453e-22,2.7439502433217237e-21,True,Downregulated,WNT2,wingless-type MMTV integration site family member 2,WNT2
236892_s_at,4.353329827085107,6.538509874739999,-2.1851800476548924,-12.27623714286115,4.626128652647723e-23,7.712986847839752e-22,True,Downregulated,HOXB-AS3,HOXB cluster antisense RNA 3,HOXB-AS3
230493_at,6.7352365332234045,8.915932414169998,-2.180695880946593,-8.633848302244811,1.800910597898167e-14,1.3792364718574798e-13,True,Downregulated,SHISA2,shisa family member 2,SHISA2
230381_at,5.665788072702127,7.84642201183,-2.1806339391278726,-14.30768191740332,2.2926956915470362e-30,7.219843704071948e-29,True,Downregulated,C1orf186,chromosome 1 open reading frame 186 /// uncharacterized LOC101929219,C1orf186
210657_s_at,5.168407638191488,7.34748141434,-2.1790737761485115,-20.09819638205975,3.26817155397679e-44,3.7006710568883284e-42,True,Downregulated,SEPT4,septin 4,SEPT4
1559287_at,2.8587403922234036,5.0372635490099995,-2.178523156786596,-18.224729742668668,2.4610075068636895e-37,1.502471620478665e-35,True,Downregulated,AX747750,"Homo sapiens cDNA FLJ35503 fis, clone SMINT2009216. ///",AX747750
236304_at,3.125194879159574,5.301838816549999,-2.176643937390425,-17.751951019813337,4.385722013138592e-42,3.938070854735765e-40,True,Downregulated,LINC00702,long intergenic non-protein coding RNA 702,LINC00702
201044_x_at,8.600568197457447,10.77673506765,-2.176166870192553,-11.432095312679978,5.227410937291613e-23,8.685867305318712e-22,True,Downregulated,DUSP1,dual specificity phosphatase 1,DUSP1
235867_at,4.438478777276596,6.608011944100001,-2.1695331668234052,-15.845602104275871,9.79983092757859e-35,4.563581872473958e-33,True,Downregulated,GSTM3,glutathione S-transferase mu 3 (brain),GSTM3
218901_at,8.56498326520213,10.733729071019997,-2.168745805817867,-20.039069354935446,8.631442579046502e-41,7.066221774072985e-39,True,Downregulated,PLSCR4,phospholipid scramblase 4,PLSCR4
228782_at,11.354788665542554,13.5189449476,-2.164156282057446,-5.563752917591858,2.03412332030804e-07,7.532866765773081e-07,True,Downregulated,SCGB3A2,"secretoglobin, family 3A, member 2",SCGB3A2
219743_at,4.1295822502340425,6.291779405550001,-2.1621971553159582,-15.184993856463,1.4599499188353647e-34,6.69436200634944e-33,True,Downregulated,HEY2,hes-related family bHLH transcription factor with YRPW motif 2,HEY2
235764_at,4.159949230478724,6.32090671423,-2.160957483751276,-20.839713118257798,3.7720607588691397e-51,8.524540335148553e-49,True,Downregulated,PRDM5,PR domain containing 5,PRDM5
214354_x_at,11.48353225404255,13.642449930300002,-2.1589176762574507,-9.057600250576643,9.09950682471616e-15,7.192153917328191e-14,True,Downregulated,SFTPB,surfactant protein B,SFTPB
226872_at,3.889565315595745,6.047357591499998,-2.1577922759042534,-12.815400092474656,1.94588747183873e-27,4.753020143520342e-26,True,Downregulated,RFX2,"regulatory factor X, 2 (influences HLA class II expression)",RFX2
219616_at,3.7636597821170215,5.91881929671,-2.1551595145929783,-16.842176963681947,2.7755257082828276e-33,1.1326587689355096e-31,True,Downregulated,ACSS3,acyl-CoA synthetase short-chain family member 3,ACSS3
218805_at,7.78707963256383,9.938161847749999,-2.151082215186169,-14.488106301769777,4.0601487668892804e-29,1.1409569570319062e-27,True,Downregulated,GIMAP1-GIMAP5,"GIMAP1-GIMAP5 readthrough /// GTPase, IMAP family member 5",GIMAP1-GIMAP5
213362_at,3.6844540491595743,5.835089343879999,-2.150635294720425,-16.624487141922902,1.8435838928809456e-38,1.2631720160827329e-36,True,Downregulated,PTPRD,"protein tyrosine phosphatase, receptor type, D",PTPRD
204542_at,5.561055711117022,7.706405094529999,-2.1453493834129773,-14.310670866261095,5.576323865861392e-28,1.4234843637836774e-26,True,Downregulated,ST6GALNAC2,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",ST6GALNAC2
214668_at,3.1136571530851063,5.25896883109,-2.1453116780048935,-18.778526924590533,6.380609313279558e-45,7.853259783159137e-43,True,Downregulated,SPRYD7,SPRY domain containing 7,SPRYD7
230744_at,3.5788001467659574,5.723148841639999,-2.1443486948740413,-13.157548825366675,3.5714575399629797e-28,9.270965986701198e-27,True,Downregulated,FSTL1,follistatin-like 1,FSTL1
227209_at,4.883461334521276,7.02629488843,-2.1428335539087238,-11.501353270432926,2.0256301384881002e-21,2.91701586690016e-20,True,Downregulated,CNTN1,contactin 1,CNTN1
220570_at,3.128571851521276,5.2693465894500005,-2.1407747379287243,-15.078878743391426,8.136319948347923e-34,3.4586855191497514e-32,True,Downregulated,RETN,resistin,RETN
239229_at,3.8064554556808514,5.946200708690002,-2.1397452530091505,-11.900455924616349,9.324579273281342e-25,1.7860819828800224e-23,True,Downregulated,PHEX,"phosphate regulating endopeptidase homolog, X-linked",PHEX
1556209_at,5.094103644574468,7.233459430300001,-2.1393557857255328,-12.537363581595963,3.725522206308501e-26,8.070114272594e-25,True,Downregulated,CLEC2B,"C-type lectin domain family 2, member B",CLEC2B
211998_at,7.846811546882979,9.98607394263,-2.1392623957470214,-21.227680787531185,1.1895821848101429e-48,2.090943378830011e-46,True,Downregulated,H3F3A,"H3 histone, family 3A /// H3 histone, family 3B (H3.3B) /// microRNA 4738",H3F3A
204284_at,7.2066059305212775,9.34422517532,-2.1376192447987226,-11.49631015460739,3.7843943853906354e-23,6.354899669454284e-22,True,Downregulated,PPP1R3C,"protein phosphatase 1, regulatory subunit 3C",PPP1R3C
232056_at,8.108146614095745,10.2455530213,-2.1374064072042547,-9.373560501950168,1.1679647893428643e-15,1.0054442087003088e-14,True,Downregulated,SCEL,sciellin,SCEL
205824_at,4.406013190276595,6.54194421153,-2.1359310212534046,-24.22704390040374,1.3736568298993953e-59,9.59526055233362e-57,True,Downregulated,HSPB2,heat shock 27kDa protein 2,HSPB2
220006_at,2.602697591351064,4.73767373352,-2.134976142168936,-22.74315808823972,1.9978722754261332e-48,3.4441525066048077e-46,True,Downregulated,EFCC1,EF-hand and coiled-coil domain containing 1,EFCC1
1556421_at,5.068589141851064,7.202218187539999,-2.1336290456889353,-10.0911638743384,1.4333990836676538e-17,1.4665551286693633e-16,True,Downregulated,LOC286189,uncharacterized LOC286189,LOC286189
227148_at,7.259732180500002,9.38857074553,-2.128838565029998,-14.795370363173332,8.487147734951469e-31,2.7666044125581803e-29,True,Downregulated,PLEKHH2,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2",PLEKHH2
1552388_at,2.4875887144468085,4.614513012330001,-2.126924297883192,-24.246758224022162,1.1545442026618284e-55,4.8138228282456675e-53,True,Downregulated,FLJ30901,"uncharacterized protein FLJ30901 /// signal peptide, CUB domain, EGF-like 1",FLJ30901
233305_at,2.2311511179574466,4.356259884769999,-2.1251087668125526,-16.807695611548088,6.709728805809552e-31,2.2086259091142753e-29,True,Downregulated,NECAB1,N-terminal EF-hand calcium binding protein 1,NECAB1
239218_at,2.5147733729361703,4.63870995485,-2.12393658191383,-17.5253312579576,2.3012497314213866e-40,1.7938408413656624e-38,True,Downregulated,PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa",PDE1C
236313_at,7.175251721053192,9.29608699941,-2.120835278356809,-12.379968504714045,1.358944321883195e-22,2.17213014255006e-21,True,Downregulated,CDKN2B,"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)",CDKN2B
219656_at,6.712147161223403,8.832401527380002,-2.1202543661565985,-22.88890547428968,1.1960829590785242e-56,5.9020658749539e-54,True,Downregulated,PCDH12,protocadherin 12,PCDH12
213110_s_at,6.012954156372341,8.13200658671,-2.1190524303376588,-11.440650404209286,3.614564151165501e-20,4.682882797193117e-19,True,Downregulated,COL4A5,"collagen, type IV, alpha 5",COL4A5
202796_at,8.114582927670213,10.23356729667,-2.1189843689997865,-20.607308797726468,1.8020370808040302e-42,1.673995965943447e-40,True,Downregulated,SYNPO,synaptopodin,SYNPO
205532_s_at,3.940905410031915,6.05919956714,-2.1182941571080853,-13.67966146059341,5.914323033458691e-29,1.642270411345427e-27,True,Downregulated,CDH6,"cadherin 6, type 2, K-cadherin (fetal kidney)",CDH6
230933_at,4.519299050670212,6.6374755180300005,-2.1181764673597883,-23.798885232907534,4.26168652027956e-56,1.9101589264979704e-53,True,Downregulated,DSTN,destrin (actin depolymerizing factor),DSTN
205236_x_at,6.381800002436168,8.49909644008,-2.117296437643833,-14.173510296383835,7.646216623393788e-30,2.30785301518439e-28,True,Downregulated,SOD3,"superoxide dismutase 3, extracellular",SOD3
220180_at,6.048270970265957,8.16532400521,-2.1170530349440426,-15.595246795910422,1.0999951168178289e-31,3.872011606882444e-30,True,Downregulated,CCDC68,coiled-coil domain containing 68,CCDC68
200878_at,12.291104178936173,14.407266525400003,-2.1161623464638293,-27.73238324136534,6.919321707677208e-65,9.07713749680796e-62,True,Downregulated,EPAS1,endothelial PAS domain protein 1,EPAS1
239150_at,5.10498947893617,7.22100135249,-2.1160118735538305,-5.388984484351054,2.0831434459253433e-07,7.704851697327776e-07,True,Downregulated,SNTN,"sentan, cilia apical structure protein",SNTN
206211_at,3.2219369079361706,5.335298336559999,-2.1133614286238287,-6.73080249528462,3.0828459203415983e-10,1.53120279500871e-09,True,Downregulated,SELE,selectin E,SELE
223805_at,5.211434574723404,7.322460952610002,-2.1110263778865983,-12.092613574342222,2.3357299267226875e-24,4.324597929043252e-23,True,Downregulated,OSBPL6,oxysterol binding protein-like 6,OSBPL6
214761_at,6.024450417829788,8.134426793509999,-2.10997637568021,-15.989819808487487,2.568658174878648e-34,1.1474904368274333e-32,True,Downregulated,ZNF423,zinc finger protein 423,ZNF423
225557_at,8.094625676329787,10.204363296730001,-2.109737620400214,-12.938902016234868,6.209765801747199e-28,1.5784426437276693e-26,True,Downregulated,CSRNP1,cysteine-serine-rich nuclear protein 1,CSRNP1
207761_s_at,11.162132494393619,13.2712336317,-2.1091011373063804,-21.38358224309252,3.1954990464197856e-42,2.8983661334019324e-40,True,Downregulated,METTL7A,methyltransferase like 7A,METTL7A
205304_s_at,6.029260560531915,8.13730758349,-2.1080470229580843,-13.808784986230455,2.4960854660764517e-26,5.482011142441325e-25,True,Downregulated,KCNJ8,"potassium inwardly-rectifying channel, subfamily J, member 8",KCNJ8
204557_s_at,4.72146530943617,6.827310740120001,-2.1058454306838303,-17.1333872632931,4.0168258024085213e-35,1.9463873207958985e-33,True,Downregulated,DZIP1,DAZ interacting zinc finger protein 1,DZIP1
238780_s_at,4.425894764117022,6.531161654470001,-2.105266890352979,-12.457076161727679,3.0859293603155176e-25,6.2025335042574894e-24,True,Downregulated,KCNJ5,"potassium inwardly-rectifying channel, subfamily J, member 5",KCNJ5
